,ANO_ELEICAO,NUM_TURNO,SIGLA_UF,SIGLA_UE,DESCRICAO_UE,DESCRICAO_CARGO,NOME_CANDIDATO,DES_SITUACAO_CANDIDATURA,NUMERO_PARTIDO,DATA_NASCIMENTO,IDADE_DATA_ELEICAO,DESCRICAO_SEXO,DESCRICAO_ESTADO_CIVIL,SIGLA_UF_NASCIMENTO,CODIGO_MUNICIPIO_NASCIMENTO,DESPESA_MAX_CAMPANHA,DESC_SIT_TOT_TURNO,MUNICIPIO,data_nasc,data_posse,IDADE,SEXO,ESTADO_CIVIL,ELEITO,MIGRANTE,DESPESA_MAX,ANO,LIG_MUN,COD,NM_MUN,MULHERES_EL,IDOSOS_EL,ENS_SUPERIOR_EL,VR_RECEITA,VR_DESPESA,PREFEITO_ANTERIOR,PARTIDO_ANTERIOR,CODIGO_IBGE,AREAKM2,NOME_MUN,CDG,POPULACAO,PIB,BANDA_LARGA,RECEITA_CORR,DESPESA_CORR,REELEICAO,MESMO_PARTIDO,PIBPERCPT,RECEITA_PERCPT,DESPESA_PERCPT,PROP_INTERNET,DUMMY_ANO
169,2008,1,CE,13919,FRECHEIRINHA,PREFEITO,CARLEONE JUNIOR DE ARAÚJO,DEFERIDO,15,21/10/1968,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,FRECHEIRINHA - CE,1968-10-21,2009-01-01,40.224657534246575,1,1,0,1,-1e-06,2008,FRECHEIRINHA - 2008,CARLEONE JUNIOR DE ARAÚJO FRECHEIRINHA - 2008,FRECHEIRINHA,0.4533333333333333,0.30666666666666664,0.08,62213.8,62213.8,CARLEONE JUNIOR DE ARAUJO,14.0,2304509,181.2,Frecheirinha - CE,2304509 - 2008,13389.0,47301,15.0,112841.72311016,112841.72311016,0,0,3532.8254537306743,8.427942573019644,8.427942573019644,0.001120322652924042,0
170,2008,1,CE,13919,FRECHEIRINHA,PREFEITO,HELTON LUIS AGUIAR JUNIOR,DEFERIDO,40,26/01/1973,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,FRECHEIRINHA - CE,1973-01-26,2009-01-01,35.95616438356164,1,1,1,1,-1e-06,2008,FRECHEIRINHA - 2008,HELTON LUIS AGUIAR JUNIOR FRECHEIRINHA - 2008,FRECHEIRINHA,0.4533333333333333,0.30666666666666664,0.08,110140.0,97000.0,CARLEONE JUNIOR DE ARAUJO,14.0,2304509,181.2,Frecheirinha - CE,2304509 - 2008,13389.0,47301,15.0,199768.980248,175936.0004,0,0,3532.8254537306743,14.920380928224663,13.140339114198222,0.001120322652924042,0
171,2008,1,CE,13935,GENERAL SAMPAIO,PREFEITO,ELIENE LEITE ARAUJO BRASILEIRO,DEFERIDO,10,21/06/1965,-1,FEMININO,CASADO(A),CE,-1,-1.0,ELEITO,GENERAL SAMPAIO - CE,1965-06-21,2009-01-01,43.56164383561644,0,1,1,1,-1e-06,2008,GENERAL SAMPAIO - 2008,ELIENE LEITE ARAUJO BRASILEIRO GENERAL SAMPAIO - 2008,GENERAL SAMPAIO,0.5,0.2540983606557377,0.09016393442622951,156720.0,156720.0,ELIENE LEITE ARAUJO BRASILEIRO,23.0,2304608,187.1,General Sampaio - CE,2304608 - 2008,6805.0,23016,9.0,284254.535904,284254.535904,1,0,3382.2189566495226,41.771423351065394,41.771423351065394,0.001322556943423953,0
172,2008,1,CE,13935,GENERAL SAMPAIO,PREFEITO,RAIMUNDO ACINESIO BEZERRA,DEFERIDO,23,21/08/1946,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GENERAL SAMPAIO - CE,1946-08-21,2009-01-01,62.40821917808219,1,1,0,1,-1e-06,2008,GENERAL SAMPAIO - 2008,RAIMUNDO ACINESIO BEZERRA GENERAL SAMPAIO - 2008,GENERAL SAMPAIO,0.5,0.2540983606557377,0.09016393442622951,3820.0,3814.6,ELIENE LEITE ARAUJO BRASILEIRO,23.0,2304608,187.1,General Sampaio - CE,2304608 - 2008,6805.0,23016,9.0,6928.613624,6918.819248719999,0,1,3382.2189566495226,1.0181651174136663,1.0167258264099925,0.001322556943423953,0
173,2008,1,CE,13951,GRANJA,PREFEITO,ESMERINO OLIVEIRA ARRUDA COELHO,DEFERIDO,45,29/05/1922,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,GRANJA - CE,1922-05-29,2009-01-01,86.65479452054795,1,1,1,1,-1e-06,2008,GRANJA - 2008,ESMERINO OLIVEIRA ARRUDA COELHO GRANJA - 2008,GRANJA,0.441340782122905,0.3407821229050279,0.08379888268156424,169752.0,169752.0,FRANCISCO GEOVANE DA ROCHA BRITO,45.0,2304707,2698.1,Granja - CE,2304707 - 2008,53486.0,148594,31.0,307891.6282464,307891.6282464,0,1,2778.1849455932393,5.756490076775231,5.756490076775231,0.0005795909209886699,0
174,2008,1,CE,13951,GRANJA,PREFEITO,FRANCISCO ELIOMAR DIAS,DEFERIDO,15,02/01/1947,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GRANJA - CE,1947-02-01,2009-01-01,61.95890410958904,1,1,0,1,-1e-06,2008,GRANJA - 2008,FRANCISCO ELIOMAR DIAS GRANJA - 2008,GRANJA,0.441340782122905,0.3407821229050279,0.08379888268156424,33916.25,33916.25,FRANCISCO GEOVANE DA ROCHA BRITO,45.0,2304707,2698.1,Granja - CE,2304707 - 2008,53486.0,148594,31.0,61516.385294499996,61516.385294499996,0,0,2778.1849455932393,1.1501399486688104,1.1501399486688104,0.0005795909209886699,0
175,2008,1,CE,13951,GRANJA,PREFEITO,ROMEU ALDIGUERI DE ARRUDA COELHO,DEFERIDO,23,14/09/1970,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GRANJA - CE,1970-09-14,2009-01-01,38.326027397260276,1,1,0,1,-1e-06,2008,GRANJA - 2008,ROMEU ALDIGUERI DE ARRUDA COELHO GRANJA - 2008,GRANJA,0.441340782122905,0.3407821229050279,0.08379888268156424,104536.07,104536.07,FRANCISCO GEOVANE DA ROCHA BRITO,45.0,2304707,2698.1,Granja - CE,2304707 - 2008,53486.0,148594,31.0,189604.72219932402,189604.72219932402,0,0,2778.1849455932393,3.5449411472034558,3.5449411472034558,0.0005795909209886699,0
176,2008,1,CE,13978,GRANJEIRO,PREFEITO,ANTONIO TOME FILHO,DEFERIDO,22,08/01/1981,-1,MASCULINO,CASADO(A),SP,-1,-1.0,NÃO ELEITO,GRANJEIRO - CE,1981-08-01,2009-01-01,27.438356164383563,1,1,0,0,-1e-06,2008,GRANJEIRO - 2008,ANTONIO TOME FILHO GRANJEIRO - 2008,GRANJEIRO,0.48760330578512395,0.256198347107438,0.08264462809917356,8250.0,8250.0,,,2304806,100.1,Granjeiro - CE,2304806 - 2008,5031.0,20175,5.0,14963.6289,14963.6289,0,0,4010.1371496720335,2.9742852116875373,2.9742852116875373,0.0009938382031405286,0
177,2008,1,CE,13978,GRANJEIRO,PREFEITO,EMANUEL CLEMENTINO GRANGEIRO,DEFERIDO,45,18/02/1970,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,GRANJEIRO - CE,1970-02-18,2009-01-01,38.895890410958906,1,1,1,1,-1e-06,2008,GRANJEIRO - 2008,EMANUEL CLEMENTINO GRANGEIRO GRANJEIRO - 2008,GRANJEIRO,0.48760330578512395,0.256198347107438,0.08264462809917356,40220.0,40149.3,,,2304806,100.1,Granjeiro - CE,2304806 - 2008,5031.0,20175,5.0,72949.958104,72821.72433876,0,0,4010.1371496720335,14.500091056251243,14.47460233328563,0.0009938382031405286,0
178,2008,1,CE,13978,GRANJEIRO,PREFEITO,JOSÉ ALCY PINHEIRO JUNIOR,DEFERIDO,40,05/01/1972,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GRANJEIRO - CE,1972-05-01,2009-01-01,36.6958904109589,1,1,0,1,-1e-06,2008,GRANJEIRO - 2008,JOSÉ ALCY PINHEIRO JUNIOR GRANJEIRO - 2008,GRANJEIRO,0.48760330578512395,0.256198347107438,0.08264462809917356,33609.5,33608.71,,,2304806,100.1,Granjeiro - CE,2304806 - 2008,5031.0,20175,5.0,60960.0103654,60958.577484572,0,0,4010.1371496720335,12.116877432995429,12.116592622653945,0.0009938382031405286,0
179,2008,1,CE,13064,GRAÇA,PREFEITO,AUGUSTA BRITO DE PAULA,DEFERIDO,65,27/05/1976,-1,FEMININO,CASADO(A),CE,-1,-1.0,ELEITO,GRAÇA - CE,1976-05-27,2009-01-01,32.62191780821918,0,1,1,1,-1e-06,2008,GRAÇA - 2008,AUGUSTA BRITO DE PAULA GRAÇA - 2008,GRAÇA,0.4765625,0.25,0.0546875,32255.0,32255.0,,,2304657,281.9,Graça - CE,2304657 - 2008,15856.0,43196,11.0,58503.254565999996,58503.254565999996,0,0,2724.268415741675,3.689660353557013,3.689660353557013,0.0006937436932391524,0
180,2008,1,CE,13064,GRAÇA,PREFEITO,MARIA IRALDICE DE ALCANTARA,DEFERIDO,10,03/08/1962,-1,FEMININO,DIVORCIADO(A),CE,-1,-1.0,NÃO ELEITO,GRAÇA - CE,1962-03-08,2009-01-01,46.85205479452055,0,0,0,1,-1e-06,2008,GRAÇA - 2008,MARIA IRALDICE DE ALCANTARA GRAÇA - 2008,GRAÇA,0.4765625,0.25,0.0546875,14600.0,14600.0,,,2304657,281.9,Graça - CE,2304657 - 2008,15856.0,43196,11.0,26481.08872,26481.08872,0,0,2724.268415741675,1.670098935418769,1.670098935418769,0.0006937436932391524,0
181,2008,1,CE,13994,GROAÍRAS,PREFEITO,ADAIL ALBUQUERQUE MELO,DEFERIDO,13,26/04/1963,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GROAÍRAS - CE,1963-04-26,2009-01-01,45.71780821917808,1,1,0,1,-1e-06,2008,GROAÍRAS - 2008,ADAIL ALBUQUERQUE MELO GROAÍRAS - 2008,GROAÍRAS,0.460431654676259,0.2949640287769784,0.07194244604316546,37439.5,37439.5,,,2304905,155.9,Groaíras - CE,2304905 - 2008,9865.0,28606,16.0,67906.7617214,67906.7617214,0,0,2899.746578813989,6.883604837445515,6.883604837445515,0.0016218955904713634,0
182,2008,1,CE,13994,GROAÍRAS,PREFEITO,JOSE VANDICK DE AZEVEDO,DEFERIDO,23,23/04/1951,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GROAÍRAS - CE,1951-04-23,2009-01-01,57.73424657534247,1,1,0,1,-1e-06,2008,GROAÍRAS - 2008,JOSE VANDICK DE AZEVEDO GROAÍRAS - 2008,GROAÍRAS,0.460431654676259,0.2949640287769784,0.07194244604316546,25970.0,25925.13,,,2304905,155.9,Groaíras - CE,2304905 - 2008,9865.0,28606,16.0,47103.690004,47022.306000516,0,0,2899.746578813989,4.774829194526102,4.766579422252002,0.0016218955904713634,0
183,2008,1,CE,13994,GROAÍRAS,PREFEITO,JOSÉ ALMIR MATOS LOPES,DEFERIDO,14,07/05/1960,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,GROAÍRAS - CE,1960-07-05,2009-01-01,48.52602739726027,1,1,1,1,-1e-06,2008,GROAÍRAS - 2008,JOSÉ ALMIR MATOS LOPES GROAÍRAS - 2008,GROAÍRAS,0.460431654676259,0.2949640287769784,0.07194244604316546,32322.0,32322.0,,,2304905,155.9,Groaíras - CE,2304905 - 2008,9865.0,28606,16.0,58624.7773704,58624.7773704,0,0,2899.746578813989,5.942704244338571,5.942704244338571,0.0016218955904713634,0
184,2008,1,CE,13994,GROAÍRAS,PREFEITO,ZOÉLIA MARIA LOIOLA PAIVA,DEFERIDO,40,07/03/1961,-1,FEMININO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GROAÍRAS - CE,1961-07-03,2009-01-01,47.53150684931507,0,1,0,1,-1e-06,2008,GROAÍRAS - 2008,ZOÉLIA MARIA LOIOLA PAIVA GROAÍRAS - 2008,GROAÍRAS,0.460431654676259,0.2949640287769784,0.07194244604316546,50000.0,50000.0,,,2304905,155.9,Groaíras - CE,2304905 - 2008,9865.0,28606,16.0,90688.66,90688.66,0,0,2899.746578813989,9.192971109984795,9.192971109984795,0.0016218955904713634,0
188,2008,1,CE,13242,GUAIÚBA,PREFEITO,MARCELO DE CASTRO FRADIQUE ACCIOLY,DEFERIDO,45,12/06/1968,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,GUAIÚBA - CE,1968-12-06,2009-01-01,40.0986301369863,1,1,1,1,-1e-06,2008,GUAIÚBA - 2008,MARCELO DE CASTRO FRADIQUE ACCIOLY GUAIÚBA - 2008,GUAIÚBA,0.4506172839506173,0.32098765432098764,0.07407407407407407,88750.0,88606.66,,,2304954,254.0,Guaiúba - CE,2304954 - 2008,23502.0,70363,170.0,160972.3715,160712.385249512,0,0,2993.9154114543444,6.849305229342184,6.838242926113182,0.0072334269423878815,0
190,2008,1,CE,14010,GUARACIABA DO NORTE,PREFEITO,EGBERTO MARTINS FARIAS,DEFERIDO,45,25/03/1948,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,GUARACIABA DO NORTE - CE,1948-03-25,2009-01-01,60.81369863013698,1,1,1,1,-1e-06,2008,GUARACIABA DO NORTE - 2008,EGBERTO MARTINS FARIAS GUARACIABA DO NORTE - 2008,GUARACIABA DO NORTE,0.437125748502994,0.31137724550898205,0.0718562874251497,127095.0,127095.0,ANTONIO ADAIL MACHADO CASTRO,15.0,2305001,611.5,Guaraciaba do Norte - CE,2305001 - 2008,38123.0,177293,32.0,230521.504854,230521.504854,0,0,4650.552160113318,6.046782909372295,6.046782909372295,0.0008393882957794507,0
191,2008,1,CE,14010,GUARACIABA DO NORTE,PREFEITO,FRANCISCO DE ASSIS TEIXEIRA LOPES,DEFERIDO,10,04/10/1947,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GUARACIABA DO NORTE - CE,1947-04-10,2009-01-01,61.772602739726025,1,1,0,1,-1e-06,2008,GUARACIABA DO NORTE - 2008,FRANCISCO DE ASSIS TEIXEIRA LOPES GUARACIABA DO NORTE - 2008,GUARACIABA DO NORTE,0.437125748502994,0.31137724550898205,0.0718562874251497,35750.02,35734.02,ANTONIO ADAIL MACHADO CASTRO,15.0,2305001,611.5,Guaraciaba do Norte - CE,2305001 - 2008,38123.0,177293,32.0,64842.428175463996,64813.407804263996,0,0,4650.552160113318,1.70087422751263,1.700112997514991,0.0008393882957794507,0
192,2008,1,CE,14036,GUARAMIRANGA,PREFEITO,DRÁULIO JOSÉ BARSI DE HOLANDA,DEFERIDO,45,07/03/1940,-1,MASCULINO,DIVORCIADO(A),CE,-1,-1.0,NÃO ELEITO,GUARAMIRANGA - CE,1940-07-03,2009-01-01,68.54520547945205,1,0,0,1,-1e-06,2008,GUARAMIRANGA - 2008,DRÁULIO JOSÉ BARSI DE HOLANDA GUARAMIRANGA - 2008,GUARAMIRANGA,0.48175182481751827,0.2773722627737226,0.08029197080291971,18034.0,18034.0,FRANCISCO ILTON CAMBÉ BARROZO,23.0,2305100,100.9,Guaramiranga - CE,2305100 - 2008,4227.0,28683,23.0,32709.5858888,32709.5858888,0,0,6785.663591199433,7.738250742559735,7.738250742559735,0.005441211260941566,0
193,2008,1,CE,14036,GUARAMIRANGA,PREFEITO,FRANCISCO ILTON CAMBÉ BARROZO,DEFERIDO,40,26/07/1958,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,GUARAMIRANGA - CE,1958-07-26,2009-01-01,50.47123287671233,1,1,0,1,-1e-06,2008,GUARAMIRANGA - 2008,FRANCISCO ILTON CAMBÉ BARROZO GUARAMIRANGA - 2008,GUARAMIRANGA,0.48175182481751827,0.2773722627737226,0.08029197080291971,12600.0,12600.0,FRANCISCO ILTON CAMBÉ BARROZO,23.0,2305100,100.9,Guaramiranga - CE,2305100 - 2008,4227.0,28683,23.0,22853.54232,22853.54232,1,0,6785.663591199433,5.406563122782115,5.406563122782115,0.005441211260941566,0
194,2008,1,CE,14036,GUARAMIRANGA,PREFEITO,LUIS EDUARDO VIANA VIEIRA,DEFERIDO,22,04/08/1965,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,GUARAMIRANGA - CE,1965-04-08,2009-01-01,43.76438356164383,1,1,1,1,-1e-06,2008,GUARAMIRANGA - 2008,LUIS EDUARDO VIANA VIEIRA GUARAMIRANGA - 2008,GUARAMIRANGA,0.48175182481751827,0.2773722627737226,0.08029197080291971,21471.88,21471.88,FRANCISCO ILTON CAMBÉ BARROZO,23.0,2305100,100.9,Guaramiranga - CE,2305100 - 2008,4227.0,28683,23.0,38945.120497616,38945.120497616,0,0,6785.663591199433,9.213418617841496,9.213418617841496,0.005441211260941566,0
195,2008,1,CE,14052,HIDROLÂNDIA,PREFEITO,ANTONIO AFRÂNIO MARTINS MESQUITA,DEFERIDO,45,23/03/1955,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,HIDROLÂNDIA - CE,1955-03-23,2009-01-01,53.81643835616438,1,1,1,1,-1e-06,2008,HIDROLÂNDIA - 2008,ANTONIO AFRÂNIO MARTINS MESQUITA HIDROLÂNDIA - 2008,HIDROLÂNDIA,0.461038961038961,0.2987012987012987,0.07142857142857142,29300.0,29300.0,,,2305209,927.4,Hidrolândia - CE,2305209 - 2008,19096.0,66001,12.0,53143.55476,53143.55476,0,0,3456.2735651445328,2.7829678864683705,2.7829678864683705,0.0006284038542103058,0
196,2008,1,CE,14052,HIDROLÂNDIA,PREFEITO,ANTONIO AFRÂNIO MARTINS MESQUITA,DEFERIDO,45,23/03/1955,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,HIDROLÂNDIA - CE,1955-03-23,2009-01-01,53.81643835616438,1,1,1,1,-1e-06,2008,HIDROLÂNDIA - 2008,ANTONIO AFRÂNIO MARTINS MESQUITA HIDROLÂNDIA - 2008,HIDROLÂNDIA,0.461038961038961,0.2987012987012987,0.07142857142857142,29300.0,29300.0,,,2305209,927.4,Hidrolândia - CE,2305209 - 2008,19096.0,66001,290.0,53143.55476,53143.55476,0,0,3456.2735651445328,2.7829678864683705,2.7829678864683705,0.015186426476749058,0
197,2008,1,CE,14052,HIDROLÂNDIA,PREFEITO,CARLOS ANTONIO MARTINS,DEFERIDO,40,17/01/1965,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,HIDROLÂNDIA - CE,1965-01-17,2009-01-01,43.986301369863014,1,1,0,1,-1e-06,2008,HIDROLÂNDIA - 2008,CARLOS ANTONIO MARTINS HIDROLÂNDIA - 2008,HIDROLÂNDIA,0.461038961038961,0.2987012987012987,0.07142857142857142,50000.0,49903.0,,,2305209,927.4,Hidrolândia - CE,2305209 - 2008,19096.0,66001,12.0,90688.66,90512.7239996,0,0,3456.2735651445328,4.749091956430666,4.7398787180351905,0.0006284038542103058,0
198,2008,1,CE,14052,HIDROLÂNDIA,PREFEITO,CARLOS ANTONIO MARTINS,DEFERIDO,40,17/01/1965,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,HIDROLÂNDIA - CE,1965-01-17,2009-01-01,43.986301369863014,1,1,0,1,-1e-06,2008,HIDROLÂNDIA - 2008,CARLOS ANTONIO MARTINS HIDROLÂNDIA - 2008,HIDROLÂNDIA,0.461038961038961,0.2987012987012987,0.07142857142857142,50000.0,49903.0,,,2305209,927.4,Hidrolândia - CE,2305209 - 2008,19096.0,66001,290.0,90688.66,90512.7239996,0,0,3456.2735651445328,4.749091956430666,4.7398787180351905,0.015186426476749058,0
199,2008,1,CE,13188,HORIZONTE,PREFEITO,ARLÂNDIA CRISTINA LIMA NOBRE DE MORAIS,DEFERIDO,65,11/11/1972,-1,FEMININO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,HORIZONTE - CE,1972-11-11,2009-01-01,36.16438356164384,0,1,0,1,-1e-06,2008,HORIZONTE - 2008,ARLÂNDIA CRISTINA LIMA NOBRE DE MORAIS HORIZONTE - 2008,HORIZONTE,0.4716981132075472,0.32075471698113206,0.07547169811320754,35854.0,35854.0,FRANCISCO CÉSAR DE SOUSA,45.0,2305233,160.0,Horizonte - CE,2305233 - 2008,52488.0,890906,511.0,65031.0243128,65031.0243128,0,0,16973.517756439567,1.238969370385612,1.238969370385612,0.009735558603871361,0
201,2008,1,CE,13188,HORIZONTE,PREFEITO,JOSÉ ROCHA NETO,DEFERIDO,11,08/08/1951,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,HORIZONTE - CE,1951-08-08,2009-01-01,57.441095890410956,1,1,0,1,-1e-06,2008,HORIZONTE - 2008,JOSÉ ROCHA NETO HORIZONTE - 2008,HORIZONTE,0.4716981132075472,0.32075471698113206,0.07547169811320754,19400.0,19400.0,FRANCISCO CÉSAR DE SOUSA,45.0,2305233,160.0,Horizonte - CE,2305233 - 2008,52488.0,890906,511.0,35187.20008,35187.20008,0,0,16973.517756439567,0.6703856134735559,0.6703856134735559,0.009735558603871361,0
202,2008,1,CE,13188,HORIZONTE,PREFEITO,MANOEL GOMES DE FARIAS NETO,DEFERIDO,45,18/08/1959,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,HORIZONTE - CE,1959-08-18,2009-01-01,49.40821917808219,1,1,1,1,-1e-06,2008,HORIZONTE - 2008,MANOEL GOMES DE FARIAS NETO HORIZONTE - 2008,HORIZONTE,0.4716981132075472,0.32075471698113206,0.07547169811320754,333836.3,333836.3,FRANCISCO CÉSAR DE SOUSA,45.0,2305233,160.0,Horizonte - CE,2305233 - 2008,52488.0,890906,511.0,605503.33412716,605503.33412716,0,1,16973.517756439567,11.536033648208353,11.536033648208353,0.009735558603871361,0
203,2008,1,CE,14060,IBARETAMA,PREFEITO,FRANCISCO EDSON DE MORAIS,DEFERIDO,40,21/04/1947,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,IBARETAMA - CE,1947-04-21,2009-01-01,61.74246575342466,1,1,1,1,-1e-06,2008,IBARETAMA - 2008,FRANCISCO EDSON DE MORAIS IBARETAMA - 2008,IBARETAMA,0.4647887323943662,0.2535211267605634,0.06338028169014084,41100.0,41100.0,FRANCISCO EDSON DE MORAES,45.0,2305266,877.3,Ibaretama - CE,2305266 - 2008,13156.0,45892,10.0,74546.07852,74546.07852,0,0,3488.294314381271,5.666317917300091,5.666317917300091,0.0007601094557616296,0
204,2008,1,CE,14060,IBARETAMA,PREFEITO,RAIMUNDO VIANA DE QUEIROZ,DEFERIDO,45,08/01/1932,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,IBARETAMA - CE,1932-08-01,2009-01-01,76.47123287671234,1,1,0,1,-1e-06,2008,IBARETAMA - 2008,RAIMUNDO VIANA DE QUEIROZ IBARETAMA - 2008,IBARETAMA,0.4647887323943662,0.2535211267605634,0.06338028169014084,47025.0,47025.0,FRANCISCO EDSON DE MORAES,45.0,2305266,877.3,Ibaretama - CE,2305266 - 2008,13156.0,45892,10.0,85292.68473,85292.68473,0,1,3488.294314381271,6.483177617056856,6.483177617056856,0.0007601094557616296,0
205,2008,1,CE,14060,IBARETAMA,PREFEITO,WEBER JACSON CABRAL,DEFERIDO,13,23/08/1960,-1,MASCULINO,SOLTEIRO(A),CE,-1,-1.0,NÃO ELEITO,IBARETAMA - CE,1960-08-23,2009-01-01,48.391780821917806,1,0,0,1,-1e-06,2008,IBARETAMA - 2008,WEBER JACSON CABRAL IBARETAMA - 2008,IBARETAMA,0.4647887323943662,0.2535211267605634,0.06338028169014084,8420.65,8420.65,FRANCISCO EDSON DE MORAES,45.0,2305266,877.3,Ibaretama - CE,2305266 - 2008,13156.0,45892,10.0,15273.149296579999,15273.149296579999,0,0,3488.294314381271,1.160926519958954,1.160926519958954,0.0007601094557616296,0
206,2008,1,CE,14079,IBIAPINA,PREFEITO,MANUEL JESUS DE FREITAS,DEFERIDO,13,16/02/1970,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,IBIAPINA - CE,1970-02-16,2009-01-01,38.9013698630137,1,1,0,1,-1e-06,2008,IBIAPINA - 2008,MANUEL JESUS DE FREITAS IBIAPINA - 2008,IBIAPINA,0.44516129032258067,0.3225806451612903,0.07741935483870968,3158.5,10983.0,AVELINO FORTE FILHO,23.0,2305308,414.9,Ibiapina - CE,2305308 - 2008,23961.0,92830,29.0,5728.8026522,19920.6710556,0,0,3874.2122615917533,0.23908862953132173,0.8313789514460999,0.0012103000709486249,0
208,2008,1,CE,14079,IBIAPINA,PREFEITO,ORISMAR VANDERLEI DINIZ,DEFERIDO,15,18/07/1949,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,IBIAPINA - CE,1949-07-18,2009-01-01,59.4986301369863,1,1,0,1,-1e-06,2008,IBIAPINA - 2008,ORISMAR VANDERLEI DINIZ IBIAPINA - 2008,IBIAPINA,0.44516129032258067,0.3225806451612903,0.07741935483870968,53092.4,53092.4,AVELINO FORTE FILHO,23.0,2305308,414.9,Ibiapina - CE,2305308 - 2008,23961.0,92830,29.0,96297.57224368,96297.57224368,0,0,3874.2122615917533,4.0189296040933185,4.0189296040933185,0.0012103000709486249,0
209,2008,1,CE,15920,IBICUITINGA,PREFEITO,DAVI HELDER DE VASCONCELOS,DEFERIDO,10,29/12/1949,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,IBICUITINGA - CE,1949-12-29,2009-01-01,59.04931506849315,1,1,0,1,-1e-06,2008,IBICUITINGA - 2008,DAVI HELDER DE VASCONCELOS IBICUITINGA - 2008,IBICUITINGA,0.4701492537313433,0.23880597014925373,0.05970149253731343,175780.03,175780.03,FRANCISCO ANILTON PINHEIRO MAIA,23.0,2305332,424.2,Ibicuitinga - CE,2305332 - 2008,11589.0,38001,10.0,318825.107509196,318825.107509196,0,0,3279.057727155061,27.511011088894296,27.511011088894296,0.0008628872206402624,0
211,2008,1,CE,15920,IBICUITINGA,PREFEITO,JOSÉ EDMILSON GOMES,DEFERIDO,45,11/03/1950,-1,MASCULINO,CASADO(A),CE,-1,-1.0,ELEITO,IBICUITINGA - CE,1950-11-03,2009-01-01,58.202739726027396,1,1,1,1,-1e-06,2008,IBICUITINGA - 2008,JOSÉ EDMILSON GOMES IBICUITINGA - 2008,IBICUITINGA,0.4701492537313433,0.23880597014925373,0.05970149253731343,55411.2,54811.2,FRANCISCO ANILTON PINHEIRO MAIA,23.0,2305332,424.2,Ibicuitinga - CE,2305332 - 2008,11589.0,38001,10.0,100503.34953984,99415.08561984,0,0,3279.057727155061,8.672305594946932,8.578400692021745,0.0008628872206402624,0
212,2008,1,CE,15938,ICAPUÍ,PREFEITO,FRANCISCO JOSE TEIXEIRA,DEFERIDO,13,03/07/1962,-1,MASCULINO,CASADO(A),CE,-1,-1.0,NÃO ELEITO,ICAPUÍ - CE,1962-03-07,2009-01-01,46.85479452054795,1,1,0,1,-1e-06,2008,ICAPUÍ - 2008,FRANCISCO JOSE TEIXEIRA ICAPUÍ - 2008,ICAPUÍ,0.41935483870967744,0.2967741935483871,0.05806451612903226,121301.0,121301.0,,,2305357,423.4,Icapuí - CE,2305357 - 2008,19090.0,123970,118.0,220012.50293319998,220012.50293319998,0,0,6493.975903614458,11.525013249512833,11.525013249512833,0.006181246726034573,0
